지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
114,원주,2021-06-11,22.3,19.9,730,25.4,1623,,1.1,132,3.4,106,5.8,7.3,90,412,3.3,160,414,1.3,1125,230,17.7,62,1659,76,20.3,992.7,1013.1,2311,1007.4,413,1009.9,14.7,3.6,1300,2.67,13.07,,,,,,7.3,3.8,24.2,15.5,,,,,,,,,,2.3,3.3,,,
114,원주,2021-06-12,23.6,17.6,701,30.3,1448,,,,,,,4.9,250,1457,2.8,290,1631,1,846,20,17.3,41,1337,70.5,19.7,994.3,1014.1,802,1009,1758,1011.3,14.7,8.8,1200,3.62,26.42,,,,,,3.9,1,29.6,14.4,,,,,,,,,,4.9,7,,,
114,원주,2021-06-13,25.5,19.9,504,30.5,1527,,,,,,,5.3,200,1712,2.9,250,1505,1,846,270,18,42,1724,65.5,20.7,990.8,1011,319,1004.6,1806,1007.7,14.7,10.9,1200,3.43,26.97,,,,,,4.8,.8,31.8,15.7,,,,,,,,,,5.1,7.3,,,
114,원주,2021-06-14,25.1,20.4,448,30.5,1344,,,,,,,4.4,290,1755,2.5,250,1531,1,863,20,18.1,42,1348,66.5,20.7,988.3,1007.5,650,1003.1,1738,1005.2,14.7,7.8,1100,3.27,21.02,,,,,,6.1,2.8,28.9,16.9,,,,,,,,,,3.8,5.4,,,
114,원주,2021-06-15,23.1,21.3,2310,24.8,1710,,.3,1059,.6,1059,.7,5.7,180,1449,3.5,20,2309,1.3,1165,140,16.1,55,1701,65.5,18.4,987.4,1005.2,656,1003.1,1726,1004.4,14.7,1.5,1400,1.37,9.09,,,,,,7.6,2.8,24.1,19.9,,,,,,,,,,2.3,3.2,,,
114,원주,2021-06-16,22.3,18.3,530,26.8,1625,,,,,,,10.6,20,1352,5.4,20,1206,2.1,1812,20,14.2,45,1244,61.3,16.2,988.6,1008.3,2206,1003.8,252,1005.6,14.7,9.1,1300,3.44,22.26,,,,,,4.8,2.6,27,15.5,,,,,,,,,,4.6,6.5,,,
114,원주,2021-06-17,20.7,16.8,329,24.4,1515,,.4,2341,.5,2301,.5,3.7,20,112,2.6,20,115,.9,814,20,14.9,58,1243,70.5,17.1,989.1,1008.4,741,1004.2,1735,1006.3,14.7,.3,1200,1.87,11.91,,,,,,9.9,4.8,24.3,15.2,,,,,,,,,,2.1,2.9,,,
114,원주,2021-06-18,20.7,19.3,550,22.9,1730,,.4,642,.7,559,2.2,4.8,230,1552,1.9,250,1332,.8,655,250,18.1,75,1733,85.3,20.7,984.3,1004.4,5,999.5,1704,1001.4,14.7,.3,1600,.9,7.76,,,,,,8.6,4.9,22.7,18.7,,,,,,,,,,1.6,2.3,,,
114,원주,2021-06-19,22.7,18.2,554,27.6,1427,,,,,,,5.4,270,1413,2.9,290,1416,1,891,230,15.5,38,1552,65.6,17.6,983.9,1002.4,2319,999.2,1725,1000.9,14.7,10.9,1200,3.59,28.06,,,,,,4.1,.9,29,16.3,,,,,,,,,,5.2,7.4,,,
114,원주,2021-06-20,23.6,16.7,500,29.2,1440,,0,,0,,0,7.8,250,1719,3.1,230,1512,1.3,1080,230,14.1,31,1159,59.4,16.3,983.9,1002.7,604,998.7,1814,1000.8,14.7,11.5,1100,3.24,24,,,,,,2.6,.3,29,12.6,,,,,,,,,,4.6,6.5,,,
114,원주,2021-06-21,22.7,19.4,2324,28.1,1730,,.3,1411,.3,1345,.3,7.5,20,1950,3.7,20,1954,1.3,1121,230,15.3,36,1739,65.3,17.5,987.1,1007.7,2303,1001.7,14,1004.1,14.7,7.6,1200,2.86,20.45,,,,,,6.5,2.1,26.2,16.7,,,,,,,,,,4,5.7,,,
114,원주,2021-06-22,21.6,16.7,2111,28.2,1459,,20,2042,60.8,2005,67.4,8,90,2102,4.4,90,2107,1.2,1019,50,14.8,36,1446,68.6,16.8,991.5,1011.3,2123,1006.4,1628,1008.7,14.7,8.1,1400,2.96,23.03,,,,,,7.5,1.9,28.3,15.3,,,,,,,,,,4,5.7,,,
114,원주,2021-06-23,19.7,17.5,17,24.8,1224,,1,1427,1.2,1353,1.3,6.6,110,1319,3.5,20,1603,1,842,50,16.3,52,1053,82,18.5,993.6,1012.9,2246,1009.8,1231,1010.9,14.8,2.9,1000,3.06,13.35,,,,,,7,4.8,22.7,15.5,,,,,,,,,,2.3,3.3,,,
114,원주,2021-06-24,22.4,16.3,628,28,1444,,,,,,,3.7,360,1042,2,230,1318,.9,812,20,15.8,40,1528,69,18,994,1013.3,704,1008.4,1805,1011.2,14.7,10.1,1400,3.46,25.94,,,,,,5.9,2.9,26.3,16.7,,,,,,,,,,4.8,6.8,,,
114,원주,2021-06-25,24.1,19,442,29.1,1627,,,,,,,5.4,290,1517,2.5,290,1525,1.1,923,20,16.9,43,1508,66.3,19.3,993.2,1012.4,708,1007.8,1728,1010.2,14.7,10.7,1300,2.78,25.24,,,,,,5.5,1.9,27.1,16.2,,,,,,,,,,4.3,6.2,,,
114,원주,2021-06-26,20.5,18,543,23,2,,2.6,221,8.5,137,14.3,6.3,200,112,3.3,230,118,.9,756,50,17.1,68,1612,81.6,19.5,993.6,1012.5,841,1009.2,1704,1010.8,14.7,0,1100,1.37,9.2,,,,,,9,5.9,22.7,17.4,,,,,,,,,,1.9,2.8,,,
114,원주,2021-06-27,23.5,18.4,507,28.9,1311,,0,,0,,0,5.8,200,1521,2.6,360,958,1,862,50,16.9,43,1312,68,19.2,990.4,1010.1,1,1005.2,1722,1007.4,14.7,7.1,1100,3.14,19.42,,,,,,7,3.1,24.9,15.8,,,,,,,,,,3.6,5.1,,,
114,원주,2021-06-28,23.2,20.6,607,27.4,1303,,.4,1420,.5,1420,.5,5.3,140,1914,3.1,160,1852,1.2,1020,20,17.3,47,1313,70,19.7,988.4,1006.9,532,1003.5,1708,1005.4,14.7,5.9,1200,3.05,18.5,,,,,,7.8,2.9,24.5,17.8,,,,,,,,,,3.3,4.8,,,
114,원주,2021-06-29,23.2,20,527,28.8,1501,,1.5,1737,1.9,1719,2,5.8,180,1744,3.3,180,1750,.9,789,110,18.4,50,1459,76,21.1,988.6,1007.3,2337,1003.6,1548,1005.6,14.7,3.9,1100,3.18,17.82,,,,,,7.8,4.4,26.4,17.9,,,,,,,,,,3.2,4.5,,,
114,원주,2021-06-30,23,20.1,522,29.2,1457,,5.3,13,10.9,10,13.1,6.5,110,1735,3.6,70,1738,1,850,50,18.8,52,1542,78.9,21.8,990,1008.6,1001,1005.2,1714,1007,14.7,6.6,1200,3.03,20.99,,,,,,7.1,2.8,26.9,18.3,,,,,,,,,,3.8,5.5,,,
114,원주,2021-07-01,25,19,518,31.3,1527,,0,,0,,0,4.7,110,1819,2.6,320,1524,1,881,20,18.4,44,1331,70,21.3,989.8,1008.4,646,1004.4,1641,1006.7,14.7,10.5,1200,3.43,26.28,,,,,,3.5,1.3,28.1,17.9,,,,,,,,,,4.7,6.8,,,
114,원주,2021-07-02,24.6,21.1,538,29.9,1620,,,,,,,6.3,160,1834,2.9,160,1816,1.1,913,50,17.5,45,1702,65.9,20,992.1,1011.4,2315,1007.4,1,1009.1,14.7,5.6,1300,3.37,16.92,,,,,,5.9,1.1,27.2,18.4,,,,,,,,,,3.4,4.8,,,
114,원주,2021-07-03,22,19.7,456,26.2,1002,,1.8,2346,5.8,1642,22.3,6.3,110,1115,3.2,90,1115,1.5,1295,320,17.2,54,1041,76,19.7,990.1,1011,9,1002.2,2358,1007.3,14.7,1,900,1.7,8.12,,,,,,8.2,,23.1,16.9,,,,,,,,,,1.7,2.4,,,
114,원주,2021-07-04,22.1,20,106,23.9,1528,,4.8,54,11.9,20,17.3,5.1,180,2112,3.1,360,31,.9,790,250,20.2,79,1651,89.8,23.8,987.5,1009.8,2328,999.7,410,1004.5,14.7,0,1500,.36,2.32,,,,,,8.9,7.8,22.9,19.6,,,,,,,,,,.9,1.2,,,
114,원주,2021-07-05,22.6,19.4,415,26.2,1511,,.1,,.1,,.1,3.4,250,1308,1.9,290,1403,.8,682,200,18.1,59,1431,76.6,20.8,992.6,1011.3,951,1008.3,1812,1009.7,14.7,2,1300,2.33,13.75,,,,,,9.5,5,25.3,19,,,,,,,,,,2.6,3.7,,,
114,원주,2021-07-06,24.8,20,459,29.2,1404,,,,,,,5,230,1534,3,290,1454,.8,717,20,19.2,52,1408,73.3,22.4,990.1,1008.7,16,1005.5,1315,1007,14.6,5.9,1200,2.98,19.96,,,,,,9,1.9,27,17.3,,,,,,,,,,3.5,5.1,,,
114,원주,2021-07-07,25.3,21.9,542,28.4,1441,,4.2,113,11.8,55,21.4,4.2,290,1507,2.1,270,1513,.7,609,250,21.2,61,1112,79.4,25.2,990.1,1008.8,945,1004.7,1745,1007,14.6,1.6,1000,2.02,14.26,,,,,,9.3,3.9,28.3,21.8,,,,,,,,,,2.4,3.5,,,
114,원주,2021-07-08,25.7,21.7,2204,30.6,1617,,16.4,2154,46.6,2137,80.4,5.5,250,2033,3.3,250,2039,1,872,230,21.3,52,1537,78.9,25.4,987.9,1006.2,838,1002.4,1721,1004.8,14.6,6.3,1300,3.02,19.5,,,,,,8.5,4.3,29.7,21.5,,,,,,,,,,3.5,5.1,,,
114,원주,2021-07-09,24.4,21.3,228,29.5,1548,,3.9,1802,8.7,1748,17.6,5.7,200,1819,3.3,200,1853,.8,730,250,21,56,1620,82.9,24.9,988.3,1007.1,2338,1002.9,1606,1005.2,14.6,4.5,1100,3.17,18.82,,,,,,7.5,3.4,27.3,21,,,,,,,,,,3.4,4.9,,,
114,원주,2021-07-10,23.9,22,1540,29.3,1322,,9,1523,20,1453,23.3,7.3,320,1455,3.4,360,1458,.8,686,20,21,58,1244,84.3,24.9,990.6,1009.7,2231,1005.4,1415,1007.5,14.6,5.7,1200,2.63,16.87,,,,,,7.6,3.9,26.1,21.2,,,,,,,,,,2.8,4,,,
114,원주,2021-07-11,23.7,21.7,2301,26.9,1200,,1.5,1407,2.1,124,8.2,4.1,290,1459,2.3,250,1515,.6,560,290,21.5,74,1201,88,25.6,993.2,1011.2,1903,1009.2,457,1010.3,14.6,.4,1300,1.08,6.96,,,,,,7.9,5,25.4,20.5,,,,,,,,,,1.7,2.4,,,
114,원주,2021-07-12,26.2,21.3,600,32,1446,,,,,,,3.5,270,1356,1.8,200,1547,.7,613,90,20.8,49,1606,74,24.5,993.3,1012.2,647,1008.3,1738,1010.2,14.6,10.3,1400,3.01,25.27,,,,,,5.4,2,29.8,20.8,,,,,,,,,,4.5,6.4,,,
114,원주,2021-07-13,28.4,23.6,405,33.7,1525,,,,,,,5.3,290,1357,2.7,290,1436,.9,754,50,22.1,45,1540,70.9,26.7,992.9,1011.2,2334,1008.1,1600,1009.7,14.5,11.1,1100,3.33,25.93,,,,,,5.8,1.4,30.9,22.2,,,,,,,,,,5.1,7.3,,,
114,원주,2021-07-14,28.9,24.4,457,33.8,1556,,,,,,,5.9,290,1731,3.3,290,1731,.9,795,230,22.2,46,1541,68.9,26.7,995.3,1013.7,2357,1010.7,1541,1012.1,14.5,11.3,1100,3.47,27.37,,,,,,5.1,2.3,32.9,22.4,,,,,,,,,,5.1,7.3,,,
114,원주,2021-07-15,26.7,23.5,2357,32.4,1100,,1.2,1308,3,1305,3,8.1,200,1232,4.1,200,1239,1,862,20,22.1,55,1101,76.9,26.7,997.7,1016.3,2358,1013.6,42,1014.6,14.5,4.7,1000,3.16,13.68,,,,,,5.5,2.5,28.2,21.4,,,,,,,,,,2.9,4.1,,,
114,원주,2021-07-16,26.3,21.9,547,32.9,1332,,1.6,1921,1.7,1920,1.8,6.5,110,1924,3.2,140,1520,.8,709,110,21.5,51,1359,76.5,25.7,997.6,1017,509,1011.9,1820,1014.6,14.5,8.5,1200,3.39,21.52,,,,,,5.3,1.3,28.9,20.3,,,,,,,,,,3.8,5.5,,,
114,원주,2021-07-17,26.7,21.8,453,31.8,1417,,,,,,,6,160,1330,3.1,160,1614,1.1,936,20,19.7,47,1308,67.3,22.9,995.4,1014.5,15,1009.9,1732,1012.3,14.5,8.1,1200,3.1,22.26,,,,,,6.3,2.8,29.1,19.7,,,,,,,,,,4.3,6.2,,,
114,원주,2021-07-18,27.3,22.5,526,32.2,1429,,.2,,.2,,.2,7.2,140,2142,3.1,160,2110,1.1,982,20,19.9,44,1408,66.4,23.3,994.8,1012.9,612,1009.4,1702,1011.7,14.4,12.3,1100,3.29,25.83,,,,,,6.4,2,31.9,20.2,,,,,,,,,,5,7.2,,,
114,원주,2021-07-19,26.9,23.4,550,31.7,1505,,,,,,0,4.4,290,1640,2.5,290,1815,.9,794,50,20.9,48,1521,71.1,24.8,996.4,1015,2340,1012,1444,1013.3,14.4,3.8,1000,2.31,17.25,,,,,,7.4,3.5,31,22.2,,,,,,,,,,,,,,
